SID000000 "Loan Confirmed"
SID005956 "Italian"
SID005957 "Austrian"
SID005958 "Finnish"
SID005959 "French"
SID005960 "Brazilian"
SID005961 "Danish"
SID005962 "Japanese"
SID005963 "Argentine"
SID005964 "Colombian"
SID005965 "Scottish"
SID005966 "American"
SID005967 "Empty"
SID005968 "Pre-Season"
SID005969 "Australian"
SID005970 "Brazilian"
SID005971 "Argentine"
SID005972 "San Marino"
SID005973 "Spanish"
SID005974 "Monaco"
SID005975 "Canadian"
SID005976 "French"
SID005977 "British"
SID005978 "Austrian"
SID005979 "German"
SID005980 "Hungarian"
SID005981 "Belgian"
SID005982 "Italian"
SID005983 "Luxembourg"
SID005984 "Japanese"
SID005985 "Post-Season"
SID005986 "No team"
SID005987 "FW20"
SID005988 "F300"
SID005989 "B198"
SID005990 "MP4/13"
SID005991 "Jordan 198"
SID005992 "AP01"
SID005993 "C17"
SID005994 "Arrows A19"
SID005995 "SF02"
SID005996 "Tyrrell 026"
SID005997 "M198"
SID005998 ""
SID005999 "Circuit Length"
SID006000 "Laps"
SID006001 "Race Distance"
SID006002 "Lap Record"
SID006003 "Driver"
SID006004 "Team"
SID006005 "Year"
SID006006 "No race"
SID006007 "Australian"
SID006008 "Brazilian"
SID006009 "Argentine"
SID006010 "San Marino"
SID006011 "Spanish"
SID006012 "Monaco"
SID006013 "Canadian"
SID006014 "French"
SID006015 "British"
SID006016 "Austrian"
SID006017 "German"
SID006018 "Hungarian"
SID006019 "Belgian"
SID006020 "Italian"
SID006021 "Luxembourg"
SID006022 "Japanese"
SID006023 "Malaysian"
SID006024 "South African"
SID006025 "American"
SID006026 "No Circuit"
SID006027 "Albert Park"
SID006028 "Autodromo José Carlos Pace"
SID006029 "Autodromo De La Ciudad De Buenos Aires"
SID006030 "Autodromo Enzo E Dino Ferrari"
SID006031 "Circuit De Catalunya"
SID006032 "Circuit De Monaco"
SID006033 "Circuit Gilles Villeneuve"
SID006034 "Circuit De Nevers Magny-Cours"
SID006035 "Silverstone Circuit"
SID006036 "A1-Ring"
SID006037 "Hockenheimring"
SID006038 "Hungaroring"
SID006039 "Circuit De Spa-Francorchamps"
SID006040 "Autodromo Nazionale Di Monza"
SID006041 "Nürburgring"
SID006042 "Suzuka Circuit"
SID006043 "No Circuit"
SID006044 "Melbourne"
SID006045 "Interlagos"
SID006046 "Buenos Aires"
SID006047 "Imola"
SID006048 "Catalunya"
SID006049 "Monte Carlo"
SID006050 "Montreal"
SID006051 "Magny-Cours"
SID006052 "Silverstone "
SID006053 "A1-Ring"
SID006054 "Hockenheim"
SID006055 "Hungaroring"
SID006056 "Spa"
SID006057 "Monza"
SID006058 "Nürburgring"
SID006059 "Suzuka"
SID006060 "Empty"
SID006061 "Principal"
SID006062 "Commercial Manager"
SID006063 "Chief Designer"
SID006064 "Technical Director"
SID006065 "Chief Mechanic"
SID006066 "Driver 1"
SID006067 "Driver 2"
SID006068 "Test Driver"
SID006069 "Empty"
SID006070 "Empty"
SID006071 "Commercial Manager"
SID006072 "Chief Designer"
SID006073 "Technical Director"
SID006074 "Chief Mechanic"
SID006075 "Fan Club"
SID006076 "Clothing"
SID006077 "Publishing"
SID006078 "Video Games"
SID006079 "Chronometers"
SID006080 "Cars"
SID006081 ""
SID006082 "January"
SID006083 "February"
SID006084 "March"
SID006085 "April"
SID006086 "May"
SID006087 "June"
SID006088 "July"
SID006089 "August"
SID006090 "September"
SID006091 "October"
SID006092 "November"
SID006093 "December"
SID006094 ""
SID006095 "Jan"
SID006096 "Feb"
SID006097 "Mar"
SID006098 "Apr"
SID006099 "May"
SID006100 "Jun"
SID006101 "Jul"
SID006102 "Aug"
SID006103 "Sep"
SID006104 "Oct"
SID006105 "Nov"
SID006106 "Dec"
SID006107 "Mon"
SID006108 "Tue"
SID006109 "Wed"
SID006110 "Thu"
SID006111 "Fri"
SID006112 "Sat"
SID006113 "Sun"
SID006114 ""
SID006115 "Speed"
SID006116 "Grip"
SID006117 "Surface"
SID006118 "Tarmac"
SID006119 "Dust"
SID006120 "Overtaking"
SID006121 "Braking"
SID006122 "Rain"
SID006123 "Heat"
SID006124 "Wind"
SID006125 "None"
SID006126 "Current"
SID006127 "Season"
SID006128 "None"
SID006129 "Summary"
SID006130 "Income"
SID006131 "Expenditure"
SID006132 ""
SID006133 "Current Balance"
SID006134 "Estimated Revenue"
SID006135 "Last GP"
SID006136 "Year to date"
SID006137 "Income"
SID006138 "Expenditure"
SID006139 "Net"
SID006140 ""
SID006141 "Commercial"
SID006142 "Team Sponsor"
SID006143 "Engine Sponsor"
SID006144 "Tyre Sponsors"
SID006145 "Fuel Sponsor"
SID006146 "Cash Sponsors"
SID006147 "Licensing"
SID006148 "Banking"
SID006149 "Investments"
SID006150 "Loans"
SID006151 "Shares"
SID006152 "FIA"
SID006153 "Funding"
SID006154 "Other"
SID006155 "Paying Drivers"
SID006156 "Factory"
SID006157 "Total"
SID006158 ""
SID006159 "Team"
SID006160 "Drivers"
SID006161 "Staff"
SID006162 "Factory"
SID006163 "Transport"
SID006164 "FIA Fines"
SID006165 "Cars"
SID006166 "Construction"
SID006167 "Testing"
SID006168 "Engines"
SID006169 "Tyres"
SID006170 "Fuel"
SID006171 "Commercial"
SID006172 "Hospitality"
SID006173 "Banking"
SID006174 "Total"
SID006175 "Empty"
SID006176 "Cars"
SID006177 "Driving Aids"
SID006178 "Chassis"
SID006179 "Engines"
SID006180 "Fuel"
SID006181 "Tyres"
SID006182 "No Change"
SID006183 "Low Range"
SID006184 "Middle Range"
SID006185 "High Range"
SID006186 "High/Low Range"
SID006187 "Downgrade"
SID006188 "Upgrade"
SID006189 "Brakes"
SID006190 "Clutch"
SID006191 "Electronics"
SID006192 "Gearbox"
SID006193 "Hydraulics"
SID006194 "Suspension"
SID006195 "Throttle"
SID006196 ""
SID006197 "Staff"
SID006198 "VIP"
SID006199 "None"
SID006200 "Single Player"
SID006201 "Multi Player"
SID006202 "None"
SID006203 "Hall of Fame"
SID006204 "EGC"
SID006205 "Hasbro"
SID006206 "Others"
SID006207 "Licence"
SID006208 "About"
SID006209 "None"
SID006210 "Formula One"
SID006211 "Teams"
SID006212 "Design"
SID006213 "Construction"
SID006214 "Testing"
SID006215 "Engines"
SID006216 "Tyres"
SID006217 "Set-Up"
SID006218 "Qualifying"
SID006219 "Race"
SID006220 "Finance"
SID006221 "Sponsors"
SID006222 "FIA"
SID006223 "Success"
SID006224 ""
SID006225 "Formula One Racing"
SID006226 "New Game"
SID006227 "Continue Game"
SID006228 "Saved Games"
SID006229 "Hall Of Fame & Credits"
SID006230 "Quit"
SID006231 "Name"
SID006232 "Team"
SID006233 "Years"
SID006234 "GP"
SID006235 "CC"
SID006236 "Points"
SID006237 "Empty"
SID006238 "Grove"
SID006239 "Maranello"
SID006240 "Chipping Norton"
SID006241 "Woking"
SID006242 "Silverstone"
SID006243 "Guyancourt"
SID006244 "Hinwil"
SID006245 "Leafield"
SID006246 "Milton Keynes"
SID006247 "Ockham"
SID006248 "Faenza"
SID006249 "Empty"
SID006250 "Change Staff"
SID006251 "Empty"
SID006252 "Change Chief"
SID006253 "Empty"
SID006254 "Change Driver"
SID006255 "Empty"
SID006256 "Drivers"
SID006257 "Commercial"
SID006258 "Design"
SID006259 "Engineering"
SID006260 "Mechanics"
SID006261 "Empty"
SID006262 "Career"
SID006263 "Ranking"
SID006264 "Hall Of Fame"
SID006265 "Team"
SID006266 "Engineering"
SID006267 "Commercial"
SID006268 "Racing"
SID006269 "FIA"
SID006270 "Options"
SID006271 "Profile"
SID006272 "News"
SID006273 "Mail"
SID006274 "Finance"
SID006275 "Staff"
SID006276 "Rating"
SID006277 "Cars"
SID006278 "Testing"
SID006279 "Design"
SID006280 "Construction"
SID006281 "Contracts"
SID006282 "Factory"
SID006283 "Sponsors"
SID006284 "Cash"
SID006285 "Deals"
SID006286 "Licensing"
SID006287 "Banking"
SID006288 "Hospitality"
SID006289 "Orders"
SID006290 "Car Set-Up"
SID006291 "Assembly"
SID006292 "Pit Lane"
SID006293 "Championship"
SID006294 "Results"
SID006295 "Races"
SID006296 "Ranking"
SID006297 "Regulations"
SID006298 "History"
SID006299 "Saved Games"
SID006300 "Game Options"
SID006301 "Restart Game"
SID006302 "Quit"
SID006303 "None"
SID006304 "Game"
SID006305 "Audio"
SID006306 "2D Graphics"
SID006307 "3D Graphics"
SID006308 "Video Modes"
SID006309 "None"
SID006310 "Summary"
SID006311 "Loans"
SID006312 "Investments"
SID006313 "Shares"
SID006314 "None"
SID006315 ""
SID006316 ""
SID006317 ""
SID006318 ""
SID006319 ""
SID006320 ""
SID006321 "None"
SID006322 "Staff"
SID006323 "Team"
SID006324 "Engine"
SID006325 "Tyre"
SID006326 "Fuel"
SID006327 "Cash"
SID006328 "Hover Tab"
SID006329 "AutoSave Quit"
SID006330 "Confirmation Messages"
SID006331 "Tool Tips"
SID006332 "Remember Location"
SID006333 "Music"
SID006334 "Race Sound Effects"
SID006335 "Race Speech"
SID006336 "Button Clicks"
SID006337 "Smooth Fonts"
SID006338 "Auto Button Fill"
SID006339 "Play Animations"
SID006340 "High Quality Car Model"
SID006341 "Standard Quality Car Model"
SID006342 "Low Quality Car Model"
SID006343 "Visual Effects"
SID006344 "1998 Sponsor Logos"
SID006345 ""
SID006346 "INCOME"
SID006347 "Commercial Dept."
SID006348 "Sponsors (Regular)"
SID006349 "Sponsors (One-off)"
SID006350 "Sponsors (Drivers)"
SID006351 "Merchandising"
SID006352 "Sub-total"
SID006353 "Financial Dept."
SID006354 "Loans"
SID006355 "Assets"
SID006356 "Sub-total"
SID006357 "Racing"
SID006358 "Prize Money"
SID006359 "FIA Grants"
SID006360 "Sub-total"
SID006361 "EXPENDITURE"
SID006362 "Personnel"
SID006363 "Commercial"
SID006364 "Design"
SID006365 "Engineering"
SID006366 "Mechanics"
SID006367 "Drivers"
SID006368 "Sub-total"
SID006369 "Financial Dept."
SID006370 "Loans"
SID006371 "Sub-total"
SID006372 "General"
SID006373 "Overheads"
SID006374 "Merchandising"
SID006375 "Sub-total"
SID006376 "Cars"
SID006377 "Construction"
SID006378 "Engines"
SID006379 "Fuel"
SID006380 "Tyres"
SID006381 "Parts"
SID006382 "Transportation"
SID006383 "Testing"
SID006384 "R&&D"
SID006385 "Security"
SID006386 "Fines"
SID006387 "Sub-total"
SID006388 "Total Income"
SID006389 "Total Expenditure"
SID006390 "Net Balance"
SID006391 "Bank Balance"
SID006392 ""
SID006393 "Rules"
SID006394 "Internals"
SID006395 "Externals"
SID006396 "Other"
SID006397 "CONTRACT"
SID006398 "Salary"
SID006399 "Race Bonus"
SID006400 "Championship Bonus"
SID006401 "Final Season"
SID006402 "Next Driver"
SID006403 "ABILITY"
SID006404 "Speed"
SID006405 "Skill"
SID006406 "Overtaking"
SID006407 "Wet Weather"
SID006408 "Concentration"
SID006409 "Experience"
SID006410 "Stamina"
SID006411 "Morale"
SID006412 "CAREER"
SID006413 "Age"
SID006414 "Nationality"
SID006415 "Championships"
SID006416 "Races"
SID006417 "Wins"
SID006418 "Points"
SID006419 "Fastest Laps"
SID006420 "Points Finishes"
SID006421 "Pole Position"
SID006422 "Fan Club"
SID006423 "Clothing"
SID006424 "Publishing"
SID006425 "Video Games"
SID006426 "Chronometers"
SID006427 "Cars"
SID006428 "Empty"
SID006429 "Team Orders"
SID006430 "Driver 1"
SID006431 "Driver 2"
SID006432 "Empty"
SID006433 "Team"
SID006434 "Engine"
SID006435 "Tyre"
SID006436 "Fuel"
SID006437 "Cash"
SID006438 "Empty"
SID006439 "Customer"
SID006440 "Partner"
SID006441 "Works"
SID006442 "Empty"
SID006443 "Trainee"
SID006444 "Average"
SID006445 "Good"
SID006446 "Very Good"
SID006447 "Excellent"
SID006448 "None"
SID006449 "Constructor"
SID006450 "Driver"
SID006451 "Empty"
SID006452 "Summary"
SID006453 ""
SID006454 ""
SID006455 "Technology"
SID006456 "Driving Aids"
SID006457 "Non"
SID006458 "Wil"
SID006459 "Fer"
SID006460 "Ben"
SID006461 "McL"
SID006462 "Jor"
SID006463 "Pro"
SID006464 "Sau"
SID006465 "Arr"
SID006466 "Ste"
SID006467 "Tyr"
SID006468 "Min"
SID006469 "Empty"
SID006470 "Summary"
SID006471 "Maintenance"
SID006472 "Repairs"
SID006473 "Race 1"
SID006474 "Race 2"
SID006475 "Race 3"
SID006476 "R&D"
SID006477 " "
SID006478 "Car 1"
SID006479 "Car 2"
SID006480 "Car 3"
SID006481 "Car 4"
SID006482 "Empty"
SID006483 "Engines"
SID006484 "Tyres"
SID006485 "Fuel"
SID006486 "XX"
SID006487 "WI"
SID006488 "FE"
SID006489 "BE"
SID006490 "MC"
SID006491 "JO"
SID006492 "PR"
SID006493 "SA"
SID006494 "AR"
SID006495 "ST"
SID006496 "TY"
SID006497 "MI"
SID006498 "Empty"
SID006499 "Summary"
SID006500 "Mechanics"
SID006501 "Drivers"
SID006502 "Empty"
SID006503 "Set-Up"
SID006504 "Development"
SID006505 "Research"
SID006506 "Engine"
SID006507 "Tyre"
SID006508 "Fuel"
SID006509 "Free"
SID006510 "Empty"
SID006511 "Next GP"
SID006512 "Last GP"
SID006513 "No Incidents"
SID006514 "Accident"
SID006515 "Collision"
SID006516 "Empty"
SID006517 "Summary"
SID006518 "Race Car D1"
SID006519 "Race Car D2"
SID006520 "Pit D1"
SID006521 "Pit D2"
SID006522 "Dry"
SID006523 "Wet"
SID006524 "Intermediate"
SID006525 ""
SID006526 "Clockwise"
SID006527 "Anticlockwise"
SID006528 "Figure of Eight"
SID006529 ""
SID006530 "Nigel Mansell"
SID006531 "Gerhard Berger"
SID006532 "Alain Prost"
SID006533 "Jacques Villeneuve"
SID006534 "Very Low"
SID006535 "Low"
SID006536 "Average"
SID006537 "High"
SID006538 "Very High"
SID006539 "Very Dry"
SID006540 "Dry"
SID006541 "Overcast"
SID006542 "Light Rain"
SID006543 "Heavy Rain"
SID006544 "Dry 1"
SID006545 "Dry 2"
SID006546 "Dry 3"
SID006547 "Dry 4"
SID006548 "Dry 5"
SID006549 "Dry 6"
SID006550 "Dry 7"
SID006551 "Intermediate"
SID006552 "Wet Weather"
SID006553 "None"
SID006554 "Check Car"
SID006555 "Fit New Nose"
SID006556 "Check Rear Wing"
SID006557 "Check Engine"
SID006558 "Check Brakes"
SID006559 "Check Clutch"
SID006560 "Check Electronics"
SID006561 "Check Gears"
SID006562 "Check Hydraulics"
SID006563 "Check Suspension"
SID006564 "No Check"
SID006565 "Fixed"
SID006566 "Can Not Fix"
SID006567 "Check Next Stop"
SID006568 "None"
SID006569 "Engine Failing"
SID006570 "Nose Cone Damaged"
SID006571 "Engine Vibrating"
SID006572 "Engine Power Low"
SID006573 "Brakes Failing"
SID006574 "Clutch Failing"
SID006575 "Electronics Failing"
SID006576 "Gears Damaged"
SID006577 "Hydraulics Failing"
SID006578 "Suspension Damaged"
SID006579 "Throttle Jammed"
SID006580 "Fuel Low"
SID006581 "Tyres Worn"
SID006582 "Tyre Walls Breaking"
SID006583 "-"
SID006584 "-"
SID006585 "-"
SID006586 "Not Started"
SID006587 "Design"
SID006588 "CFD Simulation"
SID006589 "Model Design"
SID006590 "Wind Tunnel"
SID006591 "Completed"
SID006592 "None"
SID006593 "Front Wing"
SID006594 "Rear Wing"
SID006595 "Front Wing"
SID006596 "Rear Wing"
SID006597 "Airbox"
SID006598 "Barge Boards"
SID006599 "Diffuser"
SID006600 "Undertray"
SID006601 "Unknown"
SID006602 "Oversteer - Slow Corners"
SID006603 "Oversteer - Fast Corners"
SID006604 "Understeer - Slow Corners"
SID006605 "Understeer - Fast Corners"
SID006606 "High Drag"
SID006607 "Poor Balance"
SID006608 "Low Downforce"
SID006609 "High Pitch Sensitivity"
SID006610 "Active Suspension"
SID006611 "Automatic Gears"
SID006612 "Power Brakes"
SID006613 "Traction Control"
SID006614 "Empty Slot"
SID006615 "Wind Tunnel"
SID006616 "Supercomputer"
SID006617 "CAM"
SID006618 "CAD"
SID006619 "Workshop"
SID006620 "Test Rig"
SID006621 "Factory"
SID006622 "Check Throttle"
SID006623 "-"
SID006624 "-"
SID006625 "-"
SID006626 "None"
SID006627 "False Start"
SID006628 "Pit Lane Speeding"
SID006629 "Ignored Blue Flag"
SID006630 "Ignored Yellow Flag"
SID006631 "None"
SID006632 "10 Second Stop/Go"
SID006633 "25 Seconds On Race Time"
SID006634 "Best Lap Disqualified"
SID006635 "%s has recovered from his injuries and will be with us at the next race."
SID006636 "Driver Back"
SID006637 "Team Manager"
SID006638 "After his period of injury, %s will be back racing for %s at the next Grand Prix."
SID006639 "READY TO RUN"
SID006640 "tga"
SID006641 "Team Orders Confusion"
SID006642 "Team Manager"
SID006643 "Your new driver deal will mean a change in current Team Orders. This may cause problems."
SID006644 "Team Orders Problem"
SID006645 "Team Manager"
SID006646 "Your driver recruitment has resulted in a change of previous Team Orders. This may cause problems."
SID006647 "We have signed a deal with %s to stay on as our Commercial Manager."
SID006648 "Team Manager"
SID006649 "Commercial Manager Deal"
SID006650 "We have completed a deal with %s to continue as our Technical Director."
SID006651 "Team Manager"
SID006652 "Technical Director Deal"
SID006653 "We have renewed our contract with %s, who will remain our Chief Designer."
SID006654 "Team Manager"
SID006655 "Chief Designer Deal"
SID006656 "%s has agreed to sign up and stay on as our Chief Mechanic."
SID006657 "Team Manager"
SID006658 "Chief Mechanic Deal"
SID006659 "Following his crash at the last Grand Prix, %s will miss at least the next race owing to injury."
SID006660 "CANED IT!"
SID006661 "Due to injury %s will not be able to race for us until after at least the next Grand Prix."
SID006662 "Team Manager"
SID006663 "Driver Injured"
SID006664 "Due to injury %s will not be able to race for us until after at least the next Grand Prix."
SID006665 "Team Manager"
SID006666 "Driver Injured"
SID006667 "%s has recovered from his injuries and will be with us at the next race."
SID006668 "Team Manager"
SID006669 "Driver Back"
SID006670 "After his period of injury, %s will be back racing for %s at the next Grand Prix."
SID006671 "READY TO RUN"
SID006672 "Back to Race"
SID006673 "Save Game"
SID006674 "Delete Game"
SID006675 "Restart Game"
SID006676 "Game Options"
SID006677 "Quit Game"
SID006678 "Visual Effects"
SID006679 "Increase Race Speed"
SID006680 "Decrease Race Speed"
SID006681 "Sound Effects"
SID006682 "Speech"
SID006683 "Race Quality"
SID006684 "Sponsor Logos"
SID006685 "%d%%"
SID006686 "Constructors Winner"
SID006687 "%d Constructor Champion"
SID006688 "%s"
SID006689 "Continue"
SID006690 "Constructors Winner"
SID006691 "%s GP"
SID006692 "Deal already signed"
SID006693 "Deal already signed"
SID006694 "Deal already signed"
SID006695 "Deal already signed"
SID006696 "Deals Completed for next Season"
SID006697 "Deals Completed for next Season"
SID006698 "Deal already signed"
SID006699 "Drivers Winner"
SID006700 "%d Driver Champion"
SID006701 "%s"
SID006702 "Continue"
SID006703 "Drivers Winner"
SID006704 "Your car has been succesfully repaired."
SID006705 "%s will use the spare car in the race."
SID006706 "The car of %s has been repaired in time for the race."
SID006707 "You do not have cars for both drivers. Do you wish to let %s use the car of %s in the race? If you do, %s will not be able to race."
SID006708 "You already have a maximum of four cars this year. If you build a new car, your most damaged old car will be scrapped to make room for the new one. Do you wish to proceed?"
SID006709 "You already have a maximum of four cars this year. If you build a new car, your most damaged old car will be scrapped to make room for the new one. Do you wish to proceed?"
SID006710 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006711 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006712 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006713 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006714 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006715 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006716 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006717 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006718 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006719 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006720 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006721 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006722 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006723 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006724 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006725 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006726 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006727 "Do you wish to cancel this Design project? If you do, you will lose all progress. Do you wish to proceed?"
SID006728 "Cancel Project"
SID006729 "Cancel Project"
SID006730 "Cancel Project"
SID006731 "Cancel Project"
SID006732 "Cancel Project"
SID006733 "Cancel Project"
SID006734 "You cannot send your component design to the Engineers for construction until they have completed the previous chassis upgrade."
SID006735 "Perform Testing"
SID006736 "%ld"
SID006737 "Qualifying: Car Assembly"
SID006738 "Race: Car Assembly"
SID006739 "Pos"
SID006740 "This was the last year of your ten year career. Congratulations for making it to the end. Now let's see how well you've done."
SID006741 "New FIA chassis regulations require all teams to make changes to this year's cars, but your chassis designs for this year are still not finished. You can not make the necessary changes to your old cars, "
