SID000000 "Prêt confirmé"
SID006732 "Annuler le projet"
SID006733 "Annuler le projet"
SID006734 "Vous ne pouvez expédier votre modèle de composant en ingénierie pour fabrication avant la fin de l'amélioration du précédent châssis."
SID006735 "Effectuer les essais"
SID006736 "%ld"
SID006737 "Qualifications : assemblage voiture"
SID006738 "Course : assemblage de la voiture"
SID006739 "Pos"
SID006740 "Cette saison était la dernière de votre carrière de dix ans. Nous vous félicitons d'être allé aussi loin. Voyons maintenant votre palmarès."
SID006741 "Le nouveau règlement de la FIA oblige toutes les écuries à effectuer des modifications sur les voitures de cette année, mais vos modèles de châssis ne sont pas encore terminés pour cette saison. Vous ne pouvez effectuer les modifications requises sur vos anciennes voitures, "
SID006742 "et la FIA est donc contrainte de retirer votre écurie du Championnat en cours. Votre carrière de manager de Grand Prix est terminée."
SID006743 "Votre département doit comporter au moins 10 personnes."
SID006744 "%d%%"
SID006745 "Ces paramètres entreront en vigueur lors du prochain lancement du jeu."
SID006746 "Tri par écurie"
SID006747 "Tri par nom"
SID006748 "Tri par rôle"
SID006749 "Tri par année libre"
SID006750 "Tri par nom"
SID006751 "Tri par écurie"
SID006752 "Tri par capacité"
SID006753 "Tri par année libre"
SID006754 "Résultats de course précédents"
SID006755 "Résultats de course suivants"
SID006756 "-"
SID006757 "Un chef a déjà signé à ce rôle pour la saison prochaine."
SID006758 "%s a renouvelé son contrat. Notre financement est assuré pour au moins une année supplémentaire."
SID006759 "Renouvellement de pilote payant"
SID006760 "Directeur sportif"
SID006761 "%s a signé un contrat et reste dans l'écurie."
SID006762 "Contrat de pilote renouvelé"
SID006763 "Directeur sportif"
SID006764 "%s a renouvelé son contrat. Notre financement est assuré pour au moins une année supplémentaire."
SID006765 "Renouvellement de pilote payant"
SID006766 "Directeur sportif"
SID006767 "%s a signé un contrat et reste dans l'écurie."
SID006768 "Contrat de pilote renouvelé"
SID006769 "Directeur sportif"
SID006770 "Début immédiat"
SID006771 "%s a accepté votre offre et veut signer un accord avec vous. %s est prêt à nous rejoindre immédiatement."
SID006772 "Pts"
SID006773 "Voulez-vous mettre fin à la séance de qualifications ?"
SID006774 "Voulez-vous mettre fin à la course ?"
SID006775 "Si vous activez le mode Avance rapide, vous ne pourrez plus revenir aux qualifications. Voulez-vous continuer ?"
SID006776 "Si vous activez le mode Avance rapide, vous ne pourrez plus revenir à la Course. Voulez-vous continuer ?"
SID006777 "Saison suivante : %d"
SID006778 "Terminé, bien joué !"
SID006779 "N'a pas couru"
SID006780 "Blessé"
SID006781 "Pas qualifié"
SID006782 "-"
SID006783 "Qualifications : stratégie stands"
SID006784 "Sec dur %d"
SID006785 "Sec tendre %d"
SID006786 "Météo"
SID006787 "Conditions"
SID006788 "Sécheresse"
SID006789 "Diminuer qté carburant"
SID006790 "Qualifications : stratégie stands"
SID006791 "Course : stratégie stands"
SID006792 "Sec dur %d"
SID006793 "Sec tendre %d"
SID006794 "-"
SID006795 "-"
SID006796 "Météo"
SID006797 "Conditions"
SID006798 "Sécheresse"
SID006799 "Diminuer n° tour"
SID006800 "Diminuer qté carburant"
SID006801 "Diminuer n° tour"
SID006802 "Diminuer n° tour"
SID006803 "Course : stratégie stands"
SID006804 "%s ne pourra participer à la prochaine course en raison de ses blessures, et sa voiture a été gravement endommagée. Votre pilote d'essai courra à sa place au volant du mulet."
SID006805 "%s ne pourra participer à la prochaine course en raison de ses blessures."
SID006806 "%s ne pourra participer à la prochaine course en raison de ses blessures, et sa voiture a été gravement endommagée. Comme nous n'avons pas de voiture de rechange, votre pilote d'essai ne pourra courir à sa place."
SID006807 "%s ne pourra participer à la prochaine course en raison de ses blessures. %s courra à sa place au volant du mulet."
SID006808 "%s ne pourra participer à la prochaine course en raison de ses blessures."
SID006809 "107%% Temps : %02d:%02d.%03d"
SID006810 "%s\n"
SID006811 "Réduire marge avant"
SID006812 "Augmenter marge avant"
SID006813 "Non"
SID006814 "Non"
SID006815 "%s a annoncé qu'il reprendrait son rôle habituel pour le reste de la saison."
SID006816 "CONFERENCE DE PRESSE"
SID006817 "Modification d'ordre d'écurie"
SID006818 "Maintenant que la situation du championnat a évolué, je veux récupérer immédiatement mon rôle."
SID006819 "Ne pouvant remporter le championnat des conducteurs cette année, %s doit maintenant soutenir son coéquipier."
SID006820 "SECOND"
SID006821 "Modification d'ordre d'écurie"
SID006822 "Maintenant que la situation du championnat a évolué, je veux récupérer immédiatement mon rôle."
SID006823 "Nouveaux ordres d'écurie"
SID006824 "J'accepterai ce nouveau rôle pour aider l'écurie, mais je compte bien récupérer mon ancien rôle le plus tôt possible."
SID006825 "Nouveaux ordres d'écurie"
SID006826 "J'accepterai ce nouveau rôle pour aider l'écurie, mais je compte bien récupérer mon ancien rôle le plus tôt possible."
SID006827 "Ecurie précédente"
SID006828 "Ecurie suivante"
SID006829 "Aide précédente"
SID006830 "Aide suivante"
SID006831 "Ecurie précédente"
SID006832 "Ecurie suivante"
SID006833 "Vos points de configuration sont épuisés. Vous devez effectuer de nouveaux essais de configuration avant de pouvoir modifier la configuration de vos voitures."
SID006834 "Vous avez employé tous vos points de configuration et vos voitures sont désormais prêtes pour la prochaine course.  Vous devez effectuer de nouveaux essais de configuration avant de pouvoir modifier la configuration de vos voitures."
SID006835 "Vos voitures sont maintenant prêtes pour la prochaine course. Il vous reste quelques points de configuration. Si vous le souhaitez, vous pouvez les employer pour améliorer encore vos voitures avant le week-end de course."
SID006836 "Confirmer"
SID006837 "Vous ne pourrez choisir un carburant ou des pneus secs différents pour le reste du week-end de course. Voulez-vous continuer avec la sélection actuelle ?"
SID006838 "Qualifications : assemblage voiture"
SID006839 "Course : assemblage de la voiture"
SID006840 "Aucun de vos pilotes ne prend part à la course."
SID006841 "Un produit officiel du Championnat du Monde de Formule 1 de la FIA, sous licence de Formula One Administration Limited."
SID006842 "Marrano"
SID006843 ""
SID006844 "Classement en course - Fin du tour %d/%d"
SID006845 "Diffusion TV  - %s"
SID006846 "Réparation parfaite"
SID006847 "Réparation médiocre"
SID006848 "Réparation OK"
SID006849 "Réparation parfaite"
SID006850 "Réparation médiocre"
SID006851 "Réparation OK"
SID006852 "Terminer qualifications"
SID006853 "Temps accéléré"
SID006854 "Avance rapide"
SID006855 "Terminer la course"
SID006856 "Tours effectués   %d/12"
SID006857 "Tours effectués   %d/%d"
SID006858 "Temps restant     %d mn"
SID006859 " "
SID006860 "Excès de vitesse aux stands"
SID006861 "Pénalité meilleur temps"
SID006862 "Aileron avant cassé"
SID006863 "Jauge d'essence au mini"
SID006864 "Problème moteur"
SID006865 "Problème de pneus"
SID006866 "Problème voiture"
SID006867 "Problème aileron arr."
SID006868 "Problème de freins"
SID006869 "Problème d'embrayage"
SID006870 "Problème électronique"
SID006871 "Problème de boîte"
SID006872 "Problème d'hydraulique"
SID006873 "Problème de suspension"
SID006874 "Problème d'accélérateur"
SID006875 "Problème de pilote"
SID006876 "Tour de chauffe"
SID006877 "Faux départ"
SID006878 "Excès de vitesse aux stands"
SID006879 "Drapeau bleu ignoré"
SID006880 "Drapeau jaune ignoré"
SID006881 "Aileron avant cassé"
SID006882 "Jauge d'essence au mini"
SID006883 "Problème moteur"
SID006884 "Problème de pneus"
SID006885 "Problème voiture"
SID006886 "Problème aileron arr."
SID006887 "Problème de freins"
SID006888 "Problème d'embrayage"
SID006889 "Problème électronique"
SID006890 "Problème de boîte"
SID006891 "Problème d'hydraulique"
SID006892 "Problème de suspension"
SID006893 "Problème d'accélérateur"
SID006894 "Problème de pilote"
SID006895 " "
SID006896 " "
SID006897 " "
SID006898 " "
SID006899 "- %02d:%02d.%03d"
SID006900 "%d"
SID006901 "%d"
SID006902 "P:%d"
SID006903 "S:%d"
SID006904 "F7 : %d - Pilote blessé"
SID006905 "F7 : %d - Pilote 107 %"
SID006906 "F7 : %d - Utiliser mulet"
SID006907 "PENALITE"
SID006908 "%s"
SID006909 "%s"
SID006910 "%s"
SID006911 "Crevaison"
SID006912 "Accident"
SID006913 "Aileron arr."
SID006914 "Moteur"
SID006915 "Incendie"
SID006916 "Calé"
SID006917 "Casse"
SID006918 "Freins"
SID006919 "Suspension"
SID006920 "Embrayage"
SID006921 "Electro."
SID006922 "Boîte"
SID006923 "Hydraulique"
SID006924 "Accélérat."
SID006925 "Pilote"
SID006926 "LOGICIEL\\MicroProse\\Grand Prix World\\1.00.000"
SID006927 "%s%s%s"
SID006928 "%s%s%s"
SID006929 "%s%s"
SID006930 "%s%s"
SID006931 "%s%s"
SID006932 "INSTALL"
SID006933 "arial"
SID006934 "Echec aux qualifications"
SID006935 "Directeur technique"
SID006936 "Nous devons améliorer l'aérodynamisme de la voiture."
SID006937 "%s discute fermement avec son écurie après sa non-qualification lors de la dernière course."
SID006938 "%s connaît une saison lamentable : aucune de ses voitures ne s'est qualifiée lors de la dernière course."
SID006939 "LA COURSE... A LA TELE"
SID006940 "Record du tour en course"
SID006941 "Directeur commercial"
SID006942 "Nos sponsors techniques sont ravis de notre nouveau record du tour."
SID006943 "%s a battu le record du tour lors du dernier Grand Prix."
SID006944 "BRISEUR DE RECORD"
SID006945 "%s a battu le record du tour lors du dernier Grand Prix."
SID006946 "BRISEUR DE RECORD"
SID006947 "Record du tour en course"
SID006948 "Directeur commercial"
SID006949 "Nos sponsors techniques sont ravis de notre nouveau record du tour."
SID006950 "%s a battu le record du tour lors du dernier Grand Prix."
SID006951 "BRISEUR DE RECORD"
SID006952 "%s a battu le record du tour lors du dernier Grand Prix."
SID006953 "BRISEUR DE RECORD"
SID006954 "Record du tour aux qualifications"
SID006955 "Directeur technique"
SID006956 "Les gars de l'atelier sont fiers de notre nouveau record du tour."
SID006957 "%s a obtenu le meilleur chrono de tous les temps lors des qualifications du dernier Grand Prix."
SID006958 "NOUVEAU RECORD"
SID006959 "%s a obtenu le meilleur chrono de tous les temps lors des qualifications du dernier Grand Prix."
SID006960 "NOUVEAU RECORD"
SID006961 "Record du tour aux qualifications"
SID006962 "Directeur technique"
SID006963 "Les gars de l'atelier sont fiers de notre nouveau record du tour."
SID006964 "%s a obtenu le meilleur chrono de tous les temps lors des qualifications du dernier Grand Prix."
SID006965 "NOUVEAU RECORD"
SID006966 "%s a obtenu le meilleur chrono de tous les temps lors des qualifications du dernier Grand Prix."
SID006967 "NOUVEAU RECORD"
SID006968 "%s m'a demandé de souligner qu'il avait obtenu le meilleur temps durant la dernière course."
SID006969 "Meilleur Tour"
SID006970 "Directeur sportif"
SID006971 "C'est %s qui a obtenu le meilleur temps au tour lors du dernier Grand Prix."
SID006972 "MEILLEUR TOUR"
SID006973 "C'est %s qui a obtenu le meilleur temps au tour lors du dernier Grand Prix."
SID006974 "MEILLEUR TOUR"
SID006975 "Après avoir mené la course, %s est déçu de n'avoir pu remporter son premier Grand Prix."
SID006976 "MANQUE..."
SID006977 "%s a lourdement diminué ses chances lors de la dernière course à cause d'une pénalité Stop/Go."
SID006978 "DEFAUT DE DISCIPLINE"
SID006979 "Pour éviter d'autres désastres, nous devons accorder plus de temps aux exercices d'arrêts aux stands."
SID006980 "Mauvais arrêt aux stands"
SID006981 "Directeur sportif"
SID006982 "Un arrêt aux stands assez acrobatique aurait pu coûter plusieurs points à %s durant la dernière course."
SID006983 "PROBLEME D'OUTILS"
SID006984 "Notre disqualification lors de la dernière course s'avère embarrassante."
SID006985 "Drapeau noir"
SID006986 "Directeur sportif"
SID006987 "%s est furieux du drapeau noir reçu lors de la dernière course, et pourrait faire appel devant la FIA."
SID006988 "DRAPEAU NOIR"
SID006989 "%s est furieux du drapeau noir reçu lors de la dernière course, et pourrait faire appel devant la FIA."
SID006990 "DRAPEAU NOIR"
SID006991 "Nous ne pouvons pas nous permettre une nouvelle disqualification durant cette saison."
SID006992 "Disqualification"
SID006993 "Directeur sportif"
SID006994 "Après enquête, la FIA a disqualifié %s du classement du dernier Grand Prix."
SID006995 "DISQUALIFIE"
SID006996 "Après enquête, la FIA a disqualifié %s du classement du dernier Grand Prix."
SID006997 "DISQUALIFIE"
SID006998 "Les temps de qualifications du dernier Grand Prix ont été considérablement allongés en raison de fortes averses."
SID006999 "PATINONS SOUS LA PLUIE"
SID007000 "Veuillez installer DirectX avant de lancer Grand Prix World."
SID007001 "Grand Prix World ne fonctionne qu'avec le mode 16 bits de couleurs, veuillez changer vos paramètres d'affichage."
SID007002 "Colère sur le circuit"
SID007003 "A la suite de plaintes de la conduite dangereuse de %s lors d'une course récente, la FIA a décidé de l'interdire du dernier Grand Prix."
SID007004 "OBJECT_ADD_OBJECT - OBJECT WITH ID (%d) ALREADY EXISTS.\n"
SID007005 "OBJECT_ADD_OBJECT - ID (%d) - INITIAL X COORD IS OUT OF RANGE.\n"
SID007006 "OBJECT_ADD_OBJECT - ID (%d) - INITIAL Y COORD IS OUT OF RANGE.\n"
SID007007 "*******************"
SID007008 "edit:%d e_obj_xy:%03d,%03d mx:%03d my:%03d e_obj:%03d new_xy:%03d,%03d, obj:%03d objx:%03d objy:%03d"
SID007009 "%d"
SID007010 "%d"
SID007011 "obj:%03d x,y:%03d,%03d\n"
SID007012 "%s m'a demandé de vous faire remarquer qu'il a obtenu le meilleur temps au tour à la dernière course."
SID007013 "Meilleur tour"
SID007014 "Directeur sportif"
SID007015 "%s a réalisé le meilleur tour au dernier Grand Prix."
SID007016 "MEILLEUR TOUR"
SID007017 "%s a réalisé le meilleur tour au dernier Grand Prix."
SID007018 "MEILLEUR TOUR"
SID007019 "%s est en grande discussion avec son écurie après son échec aux qualifications de la dernière course."
SID007020 "%s est en grande discussion avec son écurie après son échec aux qualifications de la dernière course."
SID007021 "Echec aux qualifications"
SID007022 "Directeur technique"
SID007023 "Nous devons améliorer l'aérodynamisme de nos voitures."
SID007024 "%s passe une très mauvaise saison, ses deux voitures ayant échoué aux qualifications du dernier Grand Prix."
SID007025 "A VU LA COURSE A LA TELE"
SID007026 "Record du tour de la course"
SID007027 "Directeur commercial"
SID007028 "Nos sponsors techniques sont ravis de notre nouveau record du tour."
SID007029 "%s a battu le record du tour lors du dernier Grand Prix."
SID007030 "RECORD BATTU"
SID007031 "%s a battu le record du tour lors du dernier Grand Prix."
SID007032 "RECORD BATTU"
SID007033 "Nous ne pouvons pas nous permettre une autre disqualification cette saison."
SID007034 "Disqualification"
SID007035 "Directeur sportif"
SID007036 "A la suite d'une enquête, la FIA a disqualifié %s du dernier Grand Prix."
SID007037 "DISQUALIFIE"
SID007038 "A la suite d'une enquête, la FIA a disqualifié %s du dernier Grand Prix."
SID007039 "DISQUALIFIE"
SID007040 "%s a lourdement diminué ses chances lors de la dernière course à cause d'une pénalité Stop/Go."
SID007041 "DEFAUT DE DISCIPLINE"
SID007042 "%s a lourdement diminué ses chances lors de la dernière course à cause d'une pénalité Stop/Go."
SID007043 "DEFAUT DE DISCIPLINE"
SID007044 "Pour éviter d'autres désastres, nous devons accorder plus de temps aux exercices d'arrêts aux stands."
SID007045 "Mauvais arrêt aux stands"
SID007046 "Directeur sportif"
SID007047 "Un arrêt aux stands assez acrobatique aurait pu coûter plusieurs points à %s durant la dernière course."
SID007048 "PROBLEME D'OUTILS"
SID007049 "Pour éviter d'autres désastres, nous devons accorder plus de temps aux exercices d'arrêts aux stands."
SID007050 "Mauvais arrêt aux stands"
SID007051 "Directeur sportif"
SID007052 "Un arrêt aux stands assez acrobatique aurait pu coûter plusieurs points à %s durant la dernière course."
SID007053 "PROBLEME D'OUTILS"
SID007054 "Les temps de qualifications du dernier Grand Prix ont été désastreux du fait de pluies torrentielles."
SID007055 "PATINONS SOUS LA PLUIE"
SID007056 "%c%c.%c"
SID007057 "%c.%c"
SID007058 "0.%c"
SID007059 "%c%c.%c"
SID007060 "%c.%c"
SID007061 "0.%c"
SID007062 "-"
SID007063 "%c%c.%c"
SID007064 "%c.%c"
SID007065 "0.%c"
SID007066 "-"
SID007067 " "
SID007068 "-"
SID007069 "1"
SID007070 "1"
SID007071 "-"
SID007072 " "
SID007073 "-"
SID007074 "-"
SID007075 "-"
SID007076 " $"
SID007077 " $"
SID007078 "%s%s"
SID007079 "%s%s"
SID007080 "%s%s"
SID007081 "%s%s"
SID007082 "Carburant"
SID007083 "%s%s"
SID007084 "Carburant"
SID007085 "%s%s"
SID007086 "Carburant"
SID007087 "Vous ne pourrez utiliser un avantage vis-à-vis de ce sponsor qu'après avoir affecté du personnel en vue de commencer les négociations."
SID007088 "%s%s"
SID007089 "Vous ne pourrez utiliser un avantage vis-à-vis de ce sponsor qu'après avoir affecté du personnel en vue de commencer les négociations."
SID007090 "%s%s"
SID007091 "Vous ne pourrez utiliser un avantage vis-à-vis de ce sponsor qu'après avoir affecté du personnel en vue de commencer les négociations."
SID007092 "%s%s"
SID007093 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un revenu annuel de %s."
SID007094 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un coût annuel de %s."
SID007095 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un revenu annuel de %s."
SID007096 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un coût annuel de %s."
SID007097 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un revenu annuel de %s."
SID007098 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un coût annuel de %s."
SID007099 "Voulez-vous signer un accord avec ce sponsor ? Cet accord est valable pour %d an(s), pour un revenu annuel de %d$."
SID007100 "Afficher bonus"
SID007101 "Argent emprunté"
SID007102 "-"
SID007103 "Taux d'intérêt"
SID007104 " %"
SID007105 "-"
SID007106 "%d%%"
SID007107 "Valeur de l'intérêt"
SID007108 "-"
SID007109 "Retour total"
SID007110 "-"
SID007111 "Vous ne pourrez pas emprunter davantage avant d'avoir terminé les remboursements sur votre emprunt actuel. Si vous avez besoin de plus de fonds, vous devriez considérer la vente d'actions de votre entreprise."
SID007112 "Les banquiers ne veulent pas vous accorder de prêt. Ils pensent que vous ne pourriez pas effectuer les remboursements."
SID007113 "Offre actuelle"
SID007114 "Maximum"
SID007115 "Minimum"
SID007116 "Vos termes"
SID007117 "Epargné"
SID007118 "-"
SID007119 "Taux d'intérêt"
SID007120 " %"
